,Unnamed: 0,company,name,year,kms_driven,fuel_type,Price
367,367,Maruti,Suzuki Eeco 5 STR WITH AC HTR,2015,39000,Petrol,278000.0
368,368,Mahindra,Scorpio Vlx BSIV,2013,75000,Diesel,690000.0
369,369,Maruti,Suzuki Ertiga VDi,2012,51000,Diesel,480000.0
370,370,Mitsubishi,Lancer 1.8 LXi,2006,50000,Petrol,85000.0
371,371,Maruti,Suzuki  800 AC,2001,75000,Petrol,40000.0
372,372,Maruti,Suzuki Alto 800 LXI CNG O,2015,55800,Petrol,90000.0
373,373,Hyundai,Grand i10 Magna 1.2 Kappa VTVT,2015,53000,Petrol,340000.0
374,374,Hyundai,Eon D Lite Plus,2018,25000,Petrol,260000.0
375,375,Ford,Fiesta SXi 1.6 ABS,2009,56400,Petrol,250000.0
376,376,Maruti,Suzuki Ritz VDi,2010,72160,Diesel,180000.0
377,377,Hyundai,Verna Fluidic New,2012,10000,Diesel,350000.0
378,378,Maruti,Suzuki Wagon R LXi BS III,2006,48000,Petrol,90001.0
379,379,Maruti,Suzuki Estilo LX BS IV,2007,36000,Petrol,115000.0
380,380,Audi,A6 2.0 TDI Premium,2012,11500,Diesel,1599000.0
381,381,Maruti,Suzuki Wagon R LXi BS III,2003,133000,Petrol,130000.0
382,382,Maruti,Suzuki Wagon R,2009,27000,Petrol,159000.0
383,383,Maruti,Suzuki Wagon R,2009,35000,Petrol,160000.0
384,384,Maruti,Suzuki Alto,2010,55000,Petrol,110000.0
385,385,Maruti,Suzuki Baleno Sigma 1.2,2016,40000,Petrol,425000.0
386,386,Maruti,Suzuki Swift GLAM,2009,45000,Petrol,150000.0
387,387,Hyundai,Getz Prime 1.3 GVS,2009,20000,Petrol,110000.0
388,388,Hyundai,Santro,2000,88000,Petrol,51999.0
389,389,Hyundai,Getz Prime 1.3 GLX,2009,20000,Petrol,115000.0
390,390,Chevrolet,Beat PS Diesel,2012,65422,Diesel,215000.0
391,391,Ford,EcoSport Trend 1.5 Ti VCT,2017,10000,Petrol,580000.0
392,392,Maruti,Suzuki Dzire ZXI,2013,35000,Petrol,380000.0
393,393,Hyundai,Fluidic Verna 1.6 CRDi SX,2013,117000,Diesel,350000.0
394,394,Tata,Indica V2 DLG,2005,150000,Diesel,35000.0
395,395,BMW,X1 xDrive20d xLine,2011,72000,Diesel,1150000.0
396,396,Hyundai,i20 Asta 1.2,2010,10750,Petrol,300000.0
397,397,Honda,City 1.5 V AT,2009,55000,Petrol,269000.0
398,398,Chevrolet,Cruze LTZ AT,2014,41000,Diesel,400000.0
399,399,Hyundai,Verna Fluidic New,2015,73000,Diesel,430000.0
400,400,Maruti,Suzuki Swift Dzire VDi,2011,65000,Diesel,140000.0
401,402,Mahindra,XUV500 W10,2018,40000,Diesel,1299000.0
402,403,Maruti,Suzuki Alto K10 LXi CNG,2014,37000,Petrol,199000.0
403,404,Hyundai,Accent GLE,2006,55000,Petrol,90000.0
404,405,Force,Motors One SUV,2013,140000,Diesel,550000.0
405,406,Chevrolet,Spark 1.0 LT,2011,27000,Petrol,100000.0
406,407,Hyundai,i10,2009,27000,Petrol,215000.0
407,408,Toyota,Etios Liva GD,2012,20000,Diesel,380000.0
408,409,Renault,Duster 85PS Diesel RxL Optional with Nav,2013,57923,Diesel,401919.0
409,410,Chevrolet,Enjoy,2014,30201,Diesel,490000.0
410,411,BMW,5 Series 530i,2009,37518,Petrol,650000.0
411,412,Toyota,Etios Liva G,2014,24652,Petrol,160000.0
412,413,Chevrolet,Beat LS Diesel,2016,95000,Diesel,225000.0
413,414,Chevrolet,Cruze LTZ,2011,35000,Diesel,350000.0
414,415,Maruti,Suzuki Ertiga VDi,2013,52500,Diesel,485000.0
415,416,Hyundai,Verna VGT CRDi SX ABS,2010,47900,Diesel,205000.0
416,417,Maruti,Suzuki Omni,2012,14000,Petrol,160000.0
417,418,Maruti,Suzuki Celerio VDi,2018,37000,Petrol,310000.0
418,419,Tata,Zest Quadrajet 1.3,2017,90000,Diesel,180000.0
419,420,Mahindra,XUV500 W6,2013,52800,Diesel,549900.0
420,421,Tata,Indigo CS eLX BS IV,2016,104000,Diesel,150000.0
421,422,Hyundai,i10 Era,2011,30000,Petrol,175000.0
422,423,Tata,Indigo eCS LX TDI BS III,2014,195000,Diesel,95000.0
423,424,Tata,Indigo LX TDI BS III,2016,104000,Diesel,230000.0
424,425,Tata,Indigo eCS LX CR4 BS IV,2016,104000,Diesel,230000.0
425,426,Tata,Indigo Marina LS,2004,70000,Diesel,180000.0
426,427,Hyundai,Xcent SX 1.2,2015,43000,Diesel,400000.0
427,428,Hyundai,Eon Magna Plus,2013,23000,Petrol,185000.0
428,429,Renault,Duster 85 PS RxL Diesel,2015,51000,Diesel,385000.0
429,430,Maruti,Suzuki Alto K10 LXi CNG,2009,62000,Petrol,90000.0
430,431,Tata,Nano LX Special Edition,2010,48008,Petrol,32000.0
431,432,Renault,Duster 110 PS RxZ Diesel,2013,39000,Diesel,435000.0
432,433,Maruti,Suzuki Wagon R AX BSIV,2010,40000,Petrol,225000.0
433,434,Maruti,Suzuki Swift,2006,48247,Petrol,189700.0
434,435,Maruti,Suzuki Ertiga,2012,39000,Diesel,389700.0
435,436,Maruti,Suzuki Swift VXi 1.2 ABS BS IV,2014,23000,Petrol,365000.0
436,437,Hyundai,i20 Magna,2010,50000,Petrol,210000.0
437,438,Hyundai,i10 Magna 1.2,2009,75000,Petrol,170000.0
438,439,Tata,Zest XE 75 PS Diesel,2017,70000,Diesel,380000.0
439,440,Mahindra,Xylo E8,2009,64000,Diesel,295000.0
440,441,Toyota,Corolla Altis GL Petrol,2010,55000,Petrol,185000.0
441,442,Tata,Manza Aqua Quadrajet,2014,200000,Diesel,160000.0
442,443,Tata,Venture EX 8 STR,2013,30000,Diesel,100000.0
443,444,Maruti,Suzuki Swift Dzire Tour LXi,2014,44000,Petrol,315000.0
444,445,Skoda,Octavia Classic 1.9 TDI MT,2006,65000,Diesel,114990.0
445,446,Maruti,Suzuki Omni LPG BS IV,2012,160000,LPG,120000.0
446,447,Chevrolet,Beat Diesel,2011,56000,Diesel,125000.0
447,448,Tata,Sumo Gold EX BS IV,2012,75000,Diesel,210000.0
448,449,Hyundai,Verna 1.6 CRDI SX,2018,42000,Diesel,855000.0
449,450,Mahindra,Scorpio 2.6 CRDe,2007,56000,Diesel,260000.0
450,451,Maruti,Suzuki Zen LXi BS III,2002,10544,Petrol,95000.0
451,452,Maruti,Suzuki Swift Dzire VXi 1.2 BS IV,2011,64000,Petrol,255000.0
452,453,Mahindra,Scorpio SLX 2.6 Turbo 8 Str,2008,70000,Diesel,300000.0
453,454,Hyundai,Grand i10 Sportz 1.2 Kappa VTVT,2014,25000,Petrol,340000.0
454,455,Hyundai,Elite i20 Sportz 1.2,2017,15000,Petrol,550000.0
455,456,Ford,Ikon 1.6 Nxt,2003,50000,Petrol,60000.0
456,457,Toyota,Innova 2.5 V 7 STR,2011,147000,Diesel,750000.0
457,458,Nissan,Sunny XL,2011,52000,Petrol,230000.0
458,459,Chevrolet,Beat LT Diesel,2012,90001,Diesel,130000.0
459,460,Maruti,Suzuki Alto 800 Lxi,2017,21000,Petrol,270000.0
460,461,Maruti,Suzuki Swift VDi BS IV,2012,48006,Diesel,280000.0
461,462,Maruti,Suzuki Swift,2012,48006,Diesel,280000.0
462,463,Toyota,Innova 2.0 G4,2012,80000,Diesel,600000.0
463,464,Maruti,Suzuki Swift VDi ABS,2010,74000,Diesel,190000.0
464,465,Hyundai,Elite i20 Asta 1.2,2015,22000,Petrol,500000.0
465,466,Mahindra,XUV500 W10,2016,41000,Diesel,1065000.0
466,467,Volkswagen,Polo Trendline 1.5L D,2015,25000,Diesel,350000.0
467,468,Toyota,Etios Liva Diesel,2012,85000,Diesel,350000.0
468,469,Mahindra,TUV300 T4 Plus,2016,29500,Diesel,540000.0
469,470,Hyundai,Elite i20 Asta 1.2,2015,30000,Petrol,470000.0
470,471,Hyundai,Santro Xing GLS,2014,57000,Petrol,179000.0
471,472,Maruti,Suzuki Zen LXi BS III,2003,60000,Petrol,48000.0
472,473,Maruti,Suzuki Ciaz ZXi Plus RS,2016,50000,Petrol,650000.0
473,474,Hyundai,Eon Era Plus,2013,39700,Petrol,190000.0
474,475,Hyundai,Elantra 1.8 S,2012,65000,Petrol,500000.0
475,476,Maruti,Suzuki Swift VDi,2010,67000,Diesel,270000.0
476,477,Maruti,Suzuki Zen Estilo LXI Green CNG,2008,46000,Petrol,125000.0
477,478,Hyundai,Eon Era Plus,2012,38000,Petrol,188000.0
478,479,Hyundai,Grand i10 Magna 1.2 Kappa VTVT,2016,27000,Petrol,380000.0
479,480,Hyundai,Verna Fluidic New,2011,43000,Diesel,365000.0
480,481,Ford,EcoSport Trend 1.5L Ti VCT,2014,47000,Petrol,465000.0
481,482,Hyundai,i20 Magna,2011,42000,Petrol,240000.0
482,483,Chevrolet,Beat Diesel,2016,19336,Diesel,179999.0
483,484,Tata,Indica eV2 LS,2015,60105,Diesel,140000.0
484,485,Jaguar,XF 2.2 Diesel Luxury,2013,29000,Diesel,2190000.0
485,486,Audi,Q5 2.0 TDI quattro Premium Plus,2014,34000,Diesel,2390000.0
486,487,BMW,3 Series 320d Sedan,2011,35000,Diesel,1075000.0
487,488,Maruti,Suzuki Swift ZXi 1.2 BS IV,2015,22000,Petrol,475000.0
488,489,BMW,X1 sDrive20d,2012,41000,Diesel,1025000.0
489,490,Maruti,Suzuki S Cross Sigma 1.3,2016,21000,Diesel,615000.0
490,491,Maruti,Suzuki Ertiga LDi,2013,48000,Diesel,475000.0
491,492,Maruti,Suzuki Alto K10 VXi AMT,2016,38000,Petrol,270000.0
492,493,Honda,City SV,2014,34000,Diesel,475000.0
493,494,Volkswagen,Vento Comfortline Petrol,2011,45933,Petrol,240000.0
494,495,Honda,City 1.5 EXi New,2005,68000,Petrol,120000.0
495,496,Audi,A4 2.0 TDI 177bhp Premium,2016,44000,Diesel,1900000.0
496,497,Mahindra,KUV100,2017,35000,Diesel,360000.0
497,498,Tata,Zest XE 75 PS Diesel,2018,102563,Diesel,450000.0
498,499,Mahindra,XUV500 W8,2015,28600,Diesel,900000.0
499,500,Maruti,Suzuki Swift Dzire Tour VDi,2017,41800,Diesel,650000.0
500,501,Tata,Sumo Gold LX BS IV,2014,116000,Diesel,275000.0
501,502,Maruti,Suzuki Swift Dzire VXi 1.2 BS IV,2009,59000,Petrol,210000.0
502,503,Mahindra,Scorpio 2.6 SLX,2004,58000,Diesel,175000.0
503,504,Maruti,Suzuki Omni 8 STR BS III,2009,45000,Petrol,85000.0
504,505,Mitsubishi,Pajero Sport Limited Edition,2015,42590,Diesel,1490000.0
505,506,Volkswagen,Jetta Comfortline 1.9 TDI AT,2009,54500,Diesel,450000.0
506,507,Maruti,Suzuki Ertiga Vxi,2012,200000,Diesel,1000000.0
507,508,Audi,A4 2.0 TDI 177bhp Premium,2013,27000,Diesel,1510000.0
508,509,Volvo,S80 Summum D4,2015,42000,Diesel,1850000.0
509,510,Toyota,Corolla Altis VL AT Petrol,2014,29000,Petrol,790000.0
510,511,Mitsubishi,Pajero Sport 2.5 AT,2015,37000,Diesel,1725000.0
511,512,Chevrolet,Beat LT Petrol,2012,36000,Petrol,135000.0
512,513,BMW,X1,2011,34000,Diesel,1000000.0
513,514,Mercedes,Benz C Class C 220 CDI Avantgarde,2009,76000,Diesel,1225000.0
514,515,Mahindra,Scorpio SLX,2004,60000,Diesel,175000.0
515,516,Volkswagen,Vento Comfortline Diesel,2011,95000,Diesel,200000.0
516,517,Tata,Indigo CS GLS,2017,50000,Diesel,270000.0
517,518,Honda,City ZX GXi,2006,50000,Petrol,180000.0
518,519,Maruti,Suzuki Wagon R Duo Lxi,2008,68000,Petrol,140000.0
519,520,Ford,EcoSport Trend 1.5L TDCi,2014,16000,Petrol,400000.0
520,521,Maruti,Suzuki Swift Dzire VDi,2016,51000,Diesel,499000.0
521,522,Maruti,Suzuki Omni 8 STR BS III,2009,56000,Petrol,85000.0
522,523,Maruti,Suzuki Zen LX BSII,2004,100000,Petrol,70000.0
523,524,Renault,Duster RxL Petrol,2015,36000,Petrol,550000.0
524,525,Maruti,Suzuki Swift VXi 1.2 BS IV,2014,11523,Petrol,370000.0
525,526,Honda,WR V S MT Petrol,2009,60000,Petrol,250000.0
526,527,Tata,Indigo CS eLX BS IV,2016,85000,Diesel,110000.0
527,528,Renault,Duster 110 PS RxL Diesel,2013,38600,Diesel,490000.0
528,529,Mahindra,Scorpio LX BS III,2009,95500,Diesel,320000.0
529,530,Maruti,Suzuki Zen LXi BS III,2004,56000,Petrol,68000.0
530,531,Maruti,Suzuki Wagon R LXi BS III,2014,37458,Petrol,130000.0
531,532,Maruti,Suzuki SX4 Celebration Diesel,2016,85960,Diesel,970000.0
532,533,Audi,A3 Cabriolet 40 TFSI,2015,12516,Petrol,3100000.0
533,534,Hyundai,Eon D Lite Plus,2018,35000,Petrol,280000.0
534,535,Mahindra,Scorpio SLX,2008,80000,Diesel,285000.0
535,536,Hyundai,Santro AE GLS Audio,2011,45000,Petrol,165000.0
536,537,Maruti,Suzuki Swift Dzire Tour VDi,2009,51000,Diesel,250000.0
537,538,Mahindra,Xylo D2 BS IV,2011,48000,Diesel,390000.0
538,539,Hyundai,Santro,2003,51000,Petrol,60000.0
539,540,Chevrolet,Beat LT Diesel,2015,90000,Diesel,215000.0
540,541,Maruti,Suzuki Swift Dzire VDi,2015,43000,Diesel,475000.0
541,542,Mahindra,XUV500 W8,2015,53000,Diesel,899000.0
542,543,Toyota,Fortuner 3.0 4x4 MT,2013,97000,Diesel,1499000.0
543,544,Maruti,Suzuki Alto K10 VXi,2013,20000,Petrol,240000.0
544,545,Hyundai,Getz GLE,2007,55000,Petrol,99000.0
545,546,Maruti,Suzuki Swift Dzire Tour LDi,2014,120000,Diesel,260000.0
546,547,Hyundai,Santro Xing XL AT eRLX Euro III,2007,46000,Petrol,115000.0
547,548,Hyundai,Santro Xing XL eRLX Euro III,2009,43200,Petrol,88000.0
548,549,Mahindra,Xylo D2 BS IV,2011,56000,Diesel,390000.0
549,550,Hyundai,Santro Xing XL eRLX Euro III,2007,42000,Petrol,135000.0
550,551,Tata,Indica V2 DLS BS III,2009,30600,Diesel,90000.0
551,552,Hyundai,i10 Sportz 1.2,2011,38000,Petrol,220000.0
552,553,Hyundai,Santro Xing XL AT eRLX Euro III,2007,47000,Petrol,135000.0
553,554,Honda,City 1.5 E MT,2005,41000,Petrol,95000.0
554,555,Nissan,Micra XL,2017,62500,Diesel,430000.0
555,556,Honda,City 1.5 S Inspire,2005,68000,Petrol,115000.0
556,557,Maruti,Suzuki Alto 800 Lxi,2015,50000,Petrol,215000.0
557,558,Maruti,Suzuki Wagon R LX BS III,2004,69000,Petrol,53000.0
558,559,Maruti,Suzuki Ertiga VDi,2012,48000,Diesel,500000.0
559,560,Tata,Indica eV2 eXeta eGLX,2012,55000,Diesel,85000.0
560,561,Maruti,Suzuki Omni E 8 STR BS IV,2013,25000,Petrol,165000.0
561,562,Hyundai,Eon Era Plus,2014,28400,Petrol,200000.0
562,563,Hyundai,Eon,2014,28000,Petrol,200000.0
563,564,Maruti,Suzuki Swift LDi,2015,42000,Diesel,425000.0
564,565,Hyundai,Verna 1.6 CRDI SX Plus AT,2012,29000,Diesel,600000.0
565,566,Chevrolet,Tavera LS B3 10 Seats BSII,2005,68485,Diesel,130000.0
566,567,Maruti,Suzuki Zen LXi BS III,2006,32000,Petrol,71000.0
567,568,Ford,EcoSport Titanium 1.5 TDCi,2014,34000,Diesel,590000.0
568,569,Hindustan,Motors Ambassador Classic Mark 4 – Befo,1995,37000,Petrol,750000.0
569,570,Ford,Fusion 1.4 TDCi Diesel,2007,85455,Diesel,125000.0
570,571,Hyundai,Santro Xing XL AT eRLX Euro III,2007,46000,Petrol,135000.0
571,572,Hyundai,Santro,2002,47000,Petrol,60000.0
572,573,Fiat,Linea Emotion 1.4 L T Jet Petrol,2009,64000,Petrol,120000.0
573,574,Ford,Ikon 1.3 Flair Josh 100,2008,46000,Petrol,95000.0
574,575,Tata,Indica V2 LS,2012,64000,Diesel,115000.0
575,576,Mahindra,Scorpio S4,2015,63000,Diesel,795000.0
576,577,Hyundai,Santro Xing XL eRLX Euro III,2007,65000,Petrol,55000.0
577,578,Mahindra,Xylo D2,2009,62000,Diesel,300000.0
578,579,Hyundai,Grand i10 Asta 1.2 Kappa VTVT,2014,41000,Petrol,320000.0
579,580,Maruti,Suzuki Alto 800 Lxi,2015,14000,Petrol,265000.0
580,581,Toyota,Corolla,2006,40000,Petrol,160000.0
581,582,Tata,Sumo Grande MKII GX,2010,90000,Diesel,130000.0
582,583,Maruti,Suzuki Swift VDi,2011,58000,Diesel,250000.0
583,584,Volkswagen,Polo Highline1.2L P,2013,27000,Petrol,380000.0
584,585,Maruti,Suzuki Alto 800 Lx,2003,60000,Petrol,42000.0
585,586,Tata,Tiago Revotron XZ,2017,31000,Petrol,400000.0
586,587,Maruti,Suzuki Swift LDi,2009,90000,Diesel,120000.0
587,588,Maruti,Suzuki Swift VDi,2009,90000,Diesel,120000.0
588,589,Tata,Indigo eCS,2016,150000,Diesel,130000.0
589,590,Chevrolet,Beat LS Diesel,2014,31000,Diesel,189000.0
590,591,Mahindra,Xylo E8 BS IV,2011,43000,Diesel,365000.0
591,592,Hyundai,Eon D Lite Plus,2013,20000,Petrol,170000.0
592,593,Tata,Sumo Gold FX BSIII,2013,100000,Petrol,215000.0
593,594,Hyundai,Elite i20,2017,31000,Petrol,599999.0
594,595,Hyundai,i10 Magna 1.2 Kappa2,2009,33000,Petrol,400000.0
595,596,Hyundai,Creta,2016,60000,Diesel,900000.0
596,597,Volkswagen,Polo,2013,48000,Diesel,299999.0
597,598,Maruti,Suzuki Dzire,2014,33000,Petrol,374999.0
598,599,Tata,Bolt XM Petrol,2015,15000,Petrol,600000.0
599,600,Maruti,Suzuki Alto 800 Lx,2005,47000,Petrol,70000.0
600,601,Maruti,Suzuki Alto,2005,40000,Petrol,100000.0
601,602,Maruti,Suzuki Ritz,2010,38000,Diesel,150000.0
602,603,Maruti,Suzuki Alto 800 Lxi,2017,12500,Petrol,225000.0
603,604,Maruti,Suzuki Dzire,2009,42000,Petrol,210000.0
604,605,Hyundai,i20 Asta,2014,31000,Petrol,425000.0
605,606,Maruti,Suzuki Swift Select Variant,2008,60000,Diesel,162000.0
606,607,Tata,Indica V2 DLX BS III,2005,80000,Diesel,60000.0
607,608,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV,2014,77000,Diesel,650000.0
608,609,Toyota,Innova 2.5 E 8 STR,2012,75000,Diesel,750000.0
609,610,Mahindra,Xylo E8,2010,40000,Diesel,375000.0
610,611,Hyundai,i20 Magna 1.2,2011,47000,Petrol,230000.0
611,612,Maruti,Suzuki Omni,2000,60000,Petrol,35999.0
612,613,Mahindra,KUV100,2016,26500,Petrol,380000.0
613,614,Datsun,Go Plus,2016,13900,Petrol,285000.0
614,615,Tata,Indica V2,2005,80000,Diesel,39999.0
615,616,Hyundai,Santro Xing GL,2006,60000,Petrol,85000.0
616,617,Maruti,Suzuki Wagon R 1.0 VXi,2016,20000,Petrol,395000.0
617,618,Maruti,Suzuki Swift Select Variant,2008,58000,Diesel,175000.0
618,619,Toyota,Innova 2.5 Z Diesel 7 Seater,2011,75000,Diesel,750000.0
619,620,Volkswagen,Polo Highline1.2L P,2017,45000,Petrol,525000.0
620,621,Mahindra,Logan,2009,65000,Diesel,130000.0
621,622,Maruti,Suzuki 800 Std BS III,2000,33400,Petrol,30000.0
622,623,Mahindra,Scorpio,2011,60123,Diesel,475000.0
623,624,Chevrolet,Sail 1.2 LS,2013,28000,Petrol,300000.0
624,625,Hyundai,Santro AE GLS Audio,2003,70000,Petrol,60000.0
625,626,Hyundai,Eon,2018,25000,Petrol,260000.0
626,627,Tata,Manza,2015,100000,Diesel,100000.0
627,628,Toyota,Etios G,2013,42000,Petrol,265000.0
628,629,Toyota,Qualis,2003,100000,Diesel,180000.0
629,630,Hyundai,Santro Xing,2004,137495,Petrol,45000.0
630,631,Tata,Indica eV2 LS,2016,91200,Diesel,50500.0
631,632,Honda,City 1.5 S MT,2009,55000,Petrol,270000.0
632,633,Tata,Zest XE 75 PS Diesel,2017,120000,Diesel,290000.0
633,634,Mahindra,Quanto C4,2013,63000,Diesel,325000.0
634,635,Tata,Indigo eCS LX CR4 BS IV,2016,104000,Diesel,160000.0
635,636,Maruti,Suzuki Swift Dzire,2016,146000,Diesel,350000.0
636,637,Hyundai,Elite i20,2011,40000,Petrol,290000.0
637,638,Hyundai,i20 Select Variant,2011,40000,Petrol,290000.0
638,639,Chevrolet,Tavera Neo,2007,100800,Diesel,465000.0
639,640,Maruti,Suzuki Dzire,2016,150000,Diesel,325000.0
640,641,Honda,City VX Petrol,2016,95000,Petrol,860000.0
641,642,Hyundai,Getz,2006,80000,Petrol,125000.0
642,643,Mercedes,Benz C Class 200 K MT,2006,15000,Petrol,500001.0
643,644,Maruti,Suzuki Alto LXi BS III,2005,65000,Petrol,95000.0
644,645,Skoda,Fabia,2009,45000,Petrol,110000.0
645,646,Maruti,Suzuki Ritz VXI ABS,2011,50000,Petrol,270000.0
646,647,Tata,Indica V2 DLE BS III,2009,30000,Diesel,110000.0
647,648,Toyota,Corolla Altis,2009,132000,Petrol,300000.0
648,649,Tata,Zest XM Diesel,2018,27000,Diesel,260000.0
649,650,Mahindra,Quanto C8,2013,40000,Diesel,390000.0
